процент_установки_батарей,процент_чистовой_отделки_потолка,черновая_отделка_потолка,процент голого потолка,процент_покрытия_ламинат,процент_готовности_стяжки_на_полу,процент_покрытия_плитка,процент_готовности_стен,процент_шпаклевки_стен,процент_установки_розеток_переключателей,процент_установки_дверей,процент_установки_ванны,процент_установки_унитазов,наличие_мусора,процент_установки_раковин
0.0,0.98,0.52,0.25,0.33,0.05,0.39,0.85,0.25,0.48,1.0,1,1,0,0
